version,prompt_idx,prompt_text,direction_type,alpha,perturb_layer,perturb_mode,baseline_text,perturbed_text,perturbation_norm,baseline_len_tokens,perturbed_len_tokens,prompt_category,perplexity_clean
sanity,2,What causes earthquakes?,random_0,0.5,32,persistent,"Earthquakes are primarily caused by the sudden release of energy in the Earth's crust, which creates seismic waves. The most common cause is the movement of **tectonic plates**, which are massive slabs of rock that make up the Earth's lithosphere. Here's a breakdown of the main causes:

---

###","Earthquakes are primarily caused by the sudden release of energy in the Earth's crust, which creates seismic waves. This energy release is most commonly due to the movement of tectonic plates — the massive slabs of solid rock that make up the Earth's lithosphere. Here's a breakdown of the main causes:

",86.37737274169922,64,64,factual,1.18252432346344
sanity,2,What causes earthquakes?,random_0,1.0,32,persistent,"Earthquakes are primarily caused by the sudden release of energy in the Earth's crust, which creates seismic waves. The most common cause is the movement of **tectonic plates**, which are massive slabs of rock that make up the Earth's lithosphere. Here's a breakdown of the main causes:

---

###","Earthquakes are primarily caused by the sudden release of energy in the Earth's crust, which creates seismic waves. The most common cause is the movement of tectonic plates, which are massive slabs of the Earth's lithosphere that float on the semi-fluid asthenosphere beneath them. Here's a breakdown of",172.75474548339844,64,64,factual,1.1836549043655396
sanity,2,What causes earthquakes?,random_1,0.5,32,persistent,"Earthquakes are primarily caused by the sudden release of energy in the Earth's crust, which creates seismic waves. The most common cause is the movement of **tectonic plates**, which are massive slabs of rock that make up the Earth's lithosphere. Here's a breakdown of the main causes:

---

###","Earthquakes are primarily caused by the sudden release of energy in the Earth's crust, which creates seismic waves. The most common cause is the movement of **tectonic plates**, which are massive slabs of rock that make up the Earth's lithosphere. Here's a breakdown of the main causes:

---

###",86.37738800048828,64,64,factual,1.139180302619934
sanity,2,What causes earthquakes?,random_1,1.0,32,persistent,"Earthquakes are primarily caused by the sudden release of energy in the Earth's crust, which creates seismic waves. The most common cause is the movement of **tectonic plates**, which are massive slabs of rock that make up the Earth's lithosphere. Here's a breakdown of the main causes:

---

###","Earthquakes are primarily caused by the sudden release of energy in the Earth's crust, which creates seismic waves. The most common cause is the movement of tectonic plates, which are massive slabs of the Earth's lithosphere. Here's a breakdown of the main causes of earthquakes:

---

### 1.",172.75477600097656,64,64,factual,1.2525274753570557
sanity,2,What causes earthquakes?,fc_positive,0.5,32,persistent,"Earthquakes are primarily caused by the sudden release of energy in the Earth's crust, which creates seismic waves. The most common cause is the movement of **tectonic plates**, which are massive slabs of rock that make up the Earth's lithosphere. Here's a breakdown of the main causes:

---

###","Earthquakes are primarily caused by the sudden release of energy in the Earth's crust, which creates seismic waves. The most common cause is the movement of tectonic plates, which are massive slabs of solid rock that make up the Earth's lithosphere. Here's a breakdown of the main causes:

1.",86.37736511230469,64,64,factual,1.2269387245178223
sanity,2,What causes earthquakes?,fc_positive,1.0,32,persistent,"Earthquakes are primarily caused by the sudden release of energy in the Earth's crust, which creates seismic waves. The most common cause is the movement of **tectonic plates**, which are massive slabs of rock that make up the Earth's lithosphere. Here's a breakdown of the main causes:

---

###","Earthquakes are primarily caused by the sudden release of energy in the Earth's crust due to tectonic activity. Here's a concise breakdown of the key factors:

1. **Tectonic Plates**: The Earth's lithosphere is divided into massive, rigid slabs called tectonic plates. These plates float",172.75473022460938,64,64,factual,1.4893097877502441
sanity,2,What causes earthquakes?,fc_negative,0.5,32,persistent,"Earthquakes are primarily caused by the sudden release of energy in the Earth's crust, which creates seismic waves. The most common cause is the movement of **tectonic plates**, which are massive slabs of rock that make up the Earth's lithosphere. Here's a breakdown of the main causes:

---

###","Earthquakes are primarily caused by the sudden release of energy in the Earth's crust, which creates seismic waves. This energy release is most commonly the result of **tectonic plate movements**. Here's a breakdown of the main causes:

---

### 1. **Tectonic Plate Movements**
- The",86.37736511230469,64,64,factual,1.1612606048583984
sanity,2,What causes earthquakes?,fc_negative,1.0,32,persistent,"Earthquakes are primarily caused by the sudden release of energy in the Earth's crust, which creates seismic waves. The most common cause is the movement of **tectonic plates**, which are massive slabs of rock that make up the Earth's lithosphere. Here's a breakdown of the main causes:

---

###","Earthquakes are primarily caused by the sudden release of energy in the Earth's crust, which creates seismic waves. This energy release is most commonly the result of **tectonic plate movements**—the slow, grinding motion of the massive slabs of rock that make up the Earth's lithosphere.

Here's a",172.75473022460938,64,64,factual,1.3518518209457397
sanity,2,What causes earthquakes?,pca_pc1_positive,0.5,32,persistent,"Earthquakes are primarily caused by the sudden release of energy in the Earth's crust, which creates seismic waves. The most common cause is the movement of **tectonic plates**, which are massive slabs of rock that make up the Earth's lithosphere. Here's a breakdown of the main causes:

---

###","Earthquakes are primarily caused by the sudden release of energy in the Earth's crust, which generates seismic waves. The most common cause is the movement of tectonic plates, which are massive slabs of solid rock that make up the Earth's lithosphere. Here's a breakdown of the main causes:

1.",86.37738037109375,64,64,factual,1.2580610513687134
sanity,2,What causes earthquakes?,pca_pc1_positive,1.0,32,persistent,"Earthquakes are primarily caused by the sudden release of energy in the Earth's crust, which creates seismic waves. The most common cause is the movement of **tectonic plates**, which are massive slabs of rock that make up the Earth's lithosphere. Here's a breakdown of the main causes:

---

###","Earthquakes are primarily caused by the sudden release of energy within the Earth's crust, most commonly due to the movement of tectonic plates. Here's a structured explanation of the main causes:

### 1. **Tectonic Plate Movements**
   - **Plate Boundaries**: The Earth's lithosphere",172.7547607421875,64,64,factual,1.5164655447006226
sanity,2,What causes earthquakes?,pca_pc1_negative,0.5,32,persistent,"Earthquakes are primarily caused by the sudden release of energy in the Earth's crust, which creates seismic waves. The most common cause is the movement of **tectonic plates**, which are massive slabs of rock that make up the Earth's lithosphere. Here's a breakdown of the main causes:

---

###","Earthquakes are primarily caused by the sudden release of energy in the Earth's crust, which creates seismic waves. This energy release is most commonly the result of **tectonic plate movement**. Here's a breakdown of the main causes:

---

### 1. **Tectonic Plate Movement**
- The Earth",86.37738037109375,64,64,factual,1.1664295196533203
sanity,2,What causes earthquakes?,pca_pc1_negative,1.0,32,persistent,"Earthquakes are primarily caused by the sudden release of energy in the Earth's crust, which creates seismic waves. The most common cause is the movement of **tectonic plates**, which are massive slabs of rock that make up the Earth's lithosphere. Here's a breakdown of the main causes:

---

###","Earthquakes are caused by the sudden release of energy in the Earth's crust, which creates seismic waves. This energy release typically happens when there is a sudden movement or **slip** along a **fault** — a fracture or zone of weakness in the Earth's crust where rocks have broken and moved relative to each",172.7547607421875,64,64,factual,1.431095838546753
sanity,3,Who wrote Romeo and Juliet?,assistant_away,0.5,32,persistent,**William Shakespeare** wrote *Romeo and Juliet*. It is one of his most famous tragedies and was written around **1597**. The play tells the story of two young lovers whose deaths ultimately reconcile their feuding families.,"**William Shakespeare** wrote *Romeo and Juliet*. It is one of his most famous **tragic plays**, written around **1597**. The story of the two young lovers from feuding families has become one of the most well-known love stories in the world.",91.1123504638672,50,59,factual,1.3050436973571777
sanity,3,Who wrote Romeo and Juliet?,assistant_away,1.0,32,persistent,**William Shakespeare** wrote *Romeo and Juliet*. It is one of his most famous tragedies and was written around **1597**. The play tells the story of two young lovers whose deaths ultimately reconcile their feuding families.,"**William Shakespeare** wrote *Romeo and Juliet*. This iconic tragedy of love, fate, and familial strife was penned in the **late 1590s**, likely around **1597**. It first graced the stage at **The Theatre in London**, under the banner of Shakespeare's",182.2247009277344,50,64,factual,3.867652654647827
sanity,3,Who wrote Romeo and Juliet?,assistant_toward,0.5,32,persistent,**William Shakespeare** wrote *Romeo and Juliet*. It is one of his most famous tragedies and was written around **1597**. The play tells the story of two young lovers whose deaths ultimately reconcile their feuding families.,*Romeo and Juliet* was written by **William Shakespeare**. It is one of his most famous plays and is considered a classic tragedy. The play was written around **1597** and is believed to have been first performed shortly thereafter.,91.1123504638672,50,52,factual,1.2534642219543457
sanity,3,Who wrote Romeo and Juliet?,assistant_toward,1.0,32,persistent,**William Shakespeare** wrote *Romeo and Juliet*. It is one of his most famous tragedies and was written around **1597**. The play tells the story of two young lovers whose deaths ultimately reconcile their feuding families.,"""Romeo and Juliet"" was written by **William Shakespeare**. It is one of his most famous plays and is considered a classic in English literature. The play was written in the late 16th century, around 1597.",182.2247009277344,50,53,factual,1.6116503477096558
sanity,3,Who wrote Romeo and Juliet?,random_0,0.5,32,persistent,**William Shakespeare** wrote *Romeo and Juliet*. It is one of his most famous tragedies and was written around **1597**. The play tells the story of two young lovers whose deaths ultimately reconcile their feuding families.,**William Shakespeare** wrote *Romeo and Juliet*. It is one of his most famous tragedies and was written around **1597**. The play tells the story of two young lovers whose deaths ultimately reconcile their feuding families. It is a cornerstone of English literature and a classic example of Shakespeare's mastery,91.11229705810548,50,64,factual,1.1634036302566528
sanity,3,Who wrote Romeo and Juliet?,random_0,1.0,32,persistent,**William Shakespeare** wrote *Romeo and Juliet*. It is one of his most famous tragedies and was written around **1597**. The play tells the story of two young lovers whose deaths ultimately reconcile their feuding families.,"**William Shakespeare** wrote *Romeo and Juliet*. It is one of his most famous tragedies and was written around **1597**. The play is a classic example of Shakespearean drama, known for its themes of love, fate, and family conflict.",182.2245941162109,50,56,factual,1.3651081323623657
sanity,3,Who wrote Romeo and Juliet?,random_1,0.5,32,persistent,**William Shakespeare** wrote *Romeo and Juliet*. It is one of his most famous tragedies and was written around **1597**. The play tells the story of two young lovers whose deaths ultimately reconcile their feuding families.,**William Shakespeare** wrote *Romeo and Juliet*. It is one of his most famous tragedies and was written around **1594–1596** during the Elizabethan era. The play tells the story of two young lovers whose deaths ultimately reconcile their feuding families.,91.11231231689452,50,60,factual,1.2144972085952759
sanity,3,Who wrote Romeo and Juliet?,random_1,1.0,32,persistent,**William Shakespeare** wrote *Romeo and Juliet*. It is one of his most famous tragedies and was written around **1597**. The play tells the story of two young lovers whose deaths ultimately reconcile their feuding families.,"*Romeo and Juliet* was written by **William Shakespeare**. It is one of his most famous tragedies and was written around **1597**. The play tells the story of two young lovers whose families are in a bitter feud, ultimately leading to their tragic deaths.",182.22462463378903,50,58,factual,1.1993169784545898
sanity,3,Who wrote Romeo and Juliet?,fc_positive,0.5,32,persistent,**William Shakespeare** wrote *Romeo and Juliet*. It is one of his most famous tragedies and was written around **1597**. The play tells the story of two young lovers whose deaths ultimately reconcile their feuding families.,*Romeo and Juliet* was written by **William Shakespeare**. It is one of his most famous tragedies and is believed to have been written around **1597**. The play tells the story of two young star-crossed lovers whose deaths ultimately reconcile their feuding families.,91.1122817993164,50,59,factual,1.072722315788269
sanity,3,Who wrote Romeo and Juliet?,fc_positive,1.0,32,persistent,**William Shakespeare** wrote *Romeo and Juliet*. It is one of his most famous tragedies and was written around **1597**. The play tells the story of two young lovers whose deaths ultimately reconcile their feuding families.,"""Romeo and Juliet"" was written by **William Shakespeare**. It is one of his most famous plays and is considered a classic of English literature. The play is a tragedy that tells the story of two young lovers whose deaths ultimately reconcile their feuding families.",182.2245635986328,50,55,factual,1.5113804340362549
sanity,3,Who wrote Romeo and Juliet?,fc_negative,0.5,32,persistent,**William Shakespeare** wrote *Romeo and Juliet*. It is one of his most famous tragedies and was written around **1597**. The play tells the story of two young lovers whose deaths ultimately reconcile their feuding families.,"**William Shakespeare** wrote *Romeo and Juliet*. 

It is one of his most famous tragedies and was written around **1597**. The play was first published in **1597** in a quarto edition, and later included in the **First Folio** of 16",91.1122817993164,50,64,factual,1.348854899406433
sanity,3,Who wrote Romeo and Juliet?,fc_negative,1.0,32,persistent,**William Shakespeare** wrote *Romeo and Juliet*. It is one of his most famous tragedies and was written around **1597**. The play tells the story of two young lovers whose deaths ultimately reconcile their feuding families.,"**William Shakespeare** wrote *Romeo and Juliet*.

It is one of his most famous tragedies, written around **1597** and first performed in **1597** as well. The play is a classic tale of young love, feuding families, and tragic fate, and it remains",182.2245635986328,50,64,factual,1.781954288482666
sanity,3,Who wrote Romeo and Juliet?,pca_pc1_positive,0.5,32,persistent,**William Shakespeare** wrote *Romeo and Juliet*. It is one of his most famous tragedies and was written around **1597**. The play tells the story of two young lovers whose deaths ultimately reconcile their feuding families.,"**William Shakespeare** wrote *Romeo and Juliet*. It is one of his most famous plays, written around **1597** and first published in **1597** in a quarto titled *The Most Excellent and Lamentable Tragedy of Romeo and Juliet*. A more refined version",91.11228942871094,50,64,factual,1.3050947189331055
sanity,3,Who wrote Romeo and Juliet?,pca_pc1_positive,1.0,32,persistent,**William Shakespeare** wrote *Romeo and Juliet*. It is one of his most famous tragedies and was written around **1597**. The play tells the story of two young lovers whose deaths ultimately reconcile their feuding families.,"**William Shakespeare** wrote *Romeo and Juliet*. This iconic tragedy, first performed in the early 17th century, is one of his most celebrated works. Here's a concise breakdown of its origins and significance:

### **Author and Context**
- **William Shakespeare** (1564–1",182.22457885742188,50,64,factual,2.1918203830718994
sanity,3,Who wrote Romeo and Juliet?,pca_pc1_negative,0.5,32,persistent,**William Shakespeare** wrote *Romeo and Juliet*. It is one of his most famous tragedies and was written around **1597**. The play tells the story of two young lovers whose deaths ultimately reconcile their feuding families.,"*Romeo and Juliet* was written by **William Shakespeare**. It is one of his most famous tragedies and is believed to have been written around **1597**. The play is based on an older Italian story and explores themes of love, fate, and conflict.",91.11228942871094,50,58,factual,1.1633570194244385
sanity,3,Who wrote Romeo and Juliet?,pca_pc1_negative,1.0,32,persistent,**William Shakespeare** wrote *Romeo and Juliet*. It is one of his most famous tragedies and was written around **1597**. The play tells the story of two young lovers whose deaths ultimately reconcile their feuding families.,*Romeo and Juliet* was written by **William Shakespeare**. It is one of his most famous tragedies and is believed to have been written around **1591–1595**. The play is based on an older Italian story called *Storia Novellata* by Matteo Bandello,182.22457885742188,50,64,factual,1.4330867528915405
