step,kl_divergence,jensen_shannon_divergence,baseline_entropy,perturbed_entropy,token_match,baseline_token,perturbed_token,baseline_token_rank_in_perturbed,top5_jaccard,logit_cosine_similarity,version,prompt_idx,direction_type,alpha,perturb_layer,perturb_mode,prompt_category,baseline_axis_proj_L32,perturbed_axis_proj_L32,baseline_axis_proj_L63,perturbed_axis_proj_L63
1,3.290314998594113e-05,8.971980150818126e-06,0.002790900180116296,0.003904824610799551,True, capital, capital,0,1.0,0.9935742020606995,sanity,0,random_0,0.5,32,persistent,factual,-17.110698699951172,-17.2342472076416,433.90966796875,458.829345703125
2,9.690323349786922e-05,2.9971465664857533e-05,0.00028921946068294346,0.0016516648465767503,True, of, of,0,1.0,0.9881811738014221,sanity,0,random_0,0.5,32,persistent,factual,-1.970052719116211,-2.168497085571289,873.4813232421875,818.8502197265625
3,5.030883130530128e-06,1.2416883237165166e-06,0.0003269373846706003,0.0005443405825644732,True, France, France,0,0.6666666666666666,0.9879518747329712,sanity,0,random_0,0.5,32,persistent,factual,-16.00640106201172,-16.12691879272461,810.5403442382812,772.7117309570312
4,3.5521634345059283e-07,3.2806170224830566e-08,2.67606956185773e-05,4.945647015119903e-05,True, is, is,0,0.42857142857142855,0.9978545904159546,sanity,0,random_0,0.5,32,persistent,factual,-8.065240859985352,-8.199130058288574,630.4773559570312,578.0966186523438
5,0.0840088278055191,0.021645698696374893,0.58344966173172,0.6926611065864563,True, **, **,0,1.0,0.9878045916557312,sanity,0,random_0,0.5,32,persistent,factual,-15.445363998413086,-15.61247730255127,1131.839111328125,1072.115234375
6,6.673013785984949e-07,1.2432655438487927e-07,0.0002910532057285309,0.00031914375722408295,True,Paris,Paris,0,1.0,0.9969226717948914,sanity,0,random_0,0.5,32,persistent,factual,-11.289817810058594,-11.418670654296875,0.9474468231201172,6.26860237121582
7,1.4316411579784472e-05,3.1851261610427173e-06,0.0008751735440455377,0.000823714304715395,True,**,**,0,0.6666666666666666,0.9996764659881592,sanity,0,random_0,0.5,32,persistent,factual,-1.901207447052002,-2.095614433288574,816.5000610351562,833.3923950195312
8,1.6661644622217864e-05,4.779415576194879e-06,0.00023377286561299115,0.0006294142222031951,True,.,.,0,1.0,0.998761773109436,sanity,0,random_0,0.5,32,persistent,factual,-9.373732566833496,-9.505453109741211,224.36251831054688,210.95155334472656
9,0.06627172976732254,0.020825245417654514,0.09156288951635361,0.4004257321357727,True,<|im_end|>,<|im_end|>,0,1.0,0.9973758459091187,sanity,0,random_0,0.5,32,persistent,factual,-6.593573570251465,-6.713149070739746,924.6624755859375,885.5005493164062
0,0.004280392080545425,0.0013842693297192454,0.010377518832683563,0.04558886960148811,True,The,The,0,0.6666666666666666,0.97355717420578,sanity,0,random_0,1.0,32,persistent,factual,-8.653823852539062,-9.05880355834961,751.44384765625,796.5108642578125
1,0.0004656171950045973,0.00014121859203442,0.002790900180116296,0.009911964647471905,True, capital, capital,0,0.6666666666666666,0.9688534140586853,sanity,0,random_0,1.0,32,persistent,factual,-17.110698699951172,-17.509960174560547,433.90966796875,388.1133728027344
2,0.0014145842287689447,0.0004795008571818471,0.00028921946068294346,0.011645120568573475,True, of, of,0,0.6666666666666666,0.9136626124382019,sanity,0,random_0,1.0,32,persistent,factual,-1.970052719116211,-2.3383095264434814,873.4813232421875,543.5955810546875
3,4.60445589851588e-05,1.4167112112772884e-05,0.0003269373846706003,0.0012017175322398543,True, France, France,0,0.6666666666666666,0.861245334148407,sanity,0,random_0,1.0,32,persistent,factual,-16.00640106201172,-16.40430450439453,810.5403442382812,697.9518432617188
4,6.965881766518578e-06,2.0968843159607786e-06,2.67606956185773e-05,0.00016144906112458557,True, is, is,0,0.42857142857142855,0.9927389621734619,sanity,0,random_0,1.0,32,persistent,factual,-8.065240859985352,-8.4594144821167,630.4773559570312,409.8721008300781
5,0.2574467360973358,0.06472314521670341,0.58344966173172,0.6654205322265625,False, **, Paris,1,0.6666666666666666,0.9740886092185974,sanity,0,random_0,1.0,32,persistent,factual,-15.445363998413086,-15.8340425491333,1131.839111328125,991.6603393554688
6,15.125141143798828,0.6931429505348206,0.0002910532057285309,0.003459763480350375,False,Paris,.,28,0.0,0.23614820837974548,sanity,0,random_0,1.0,32,persistent,factual,-11.289817810058594,-3.8366684913635254,0.9474468231201172,337.9528503417969
7,13.478014945983887,0.6931264102458954,0.0008751735440455377,1.1314411163330078,False,**,<|im_end|>,174,0.0,0.7658736109733582,sanity,0,random_0,1.0,32,persistent,factual,-1.901207447052002,-7.729780197143555,816.5000610351562,587.4979248046875
0,0.0003733451303560287,7.019748591119424e-05,0.010377518832683563,0.004229110665619373,True,The,The,0,1.0,0.9932488799095154,sanity,0,random_1,0.5,32,persistent,factual,-8.653823852539062,-7.8733134269714355,751.44384765625,639.2374877929688
1,0.00040418808930553496,5.7186378398910165e-05,0.002790900180116296,0.0005386785487644374,True, capital, capital,0,0.6666666666666666,0.9951923489570618,sanity,0,random_1,0.5,32,persistent,factual,-17.110698699951172,-16.399511337280273,433.90966796875,453.825927734375
2,6.474416750279488e-06,1.150442244579608e-06,0.00028921946068294346,0.00013878432218916714,True, of, of,0,0.6666666666666666,0.9909206628799438,sanity,0,random_1,0.5,32,persistent,factual,-1.970052719116211,-1.2096195220947266,873.4813232421875,939.9913940429688
3,1.1619470569712576e-05,2.2161443098411837e-06,0.0003269373846706003,0.0001412560377502814,True, France, France,0,1.0,0.9586406946182251,sanity,0,random_1,0.5,32,persistent,factual,-16.00640106201172,-15.322416305541992,810.5403442382812,853.4519653320312
4,3.842508533580258e-07,2.6497154692606273e-08,2.67606956185773e-05,1.206063370773336e-05,True, is, is,0,0.6666666666666666,0.9963775277137756,sanity,0,random_1,0.5,32,persistent,factual,-8.065240859985352,-7.305083274841309,630.4773559570312,689.916015625
5,0.03457001969218254,0.008090897696092725,0.58344966173172,0.44818639755249023,True, **, **,0,1.0,0.9950578212738037,sanity,0,random_1,0.5,32,persistent,factual,-15.445363998413086,-14.734454154968262,1131.839111328125,1149.820556640625
6,1.4843305962131126e-07,1.6805774105677074e-08,0.0002910532057285309,0.0003204157401341945,True,Paris,Paris,0,1.0,0.9983505010604858,sanity,0,random_1,0.5,32,persistent,factual,-11.289817810058594,-10.570252418518066,0.9474468231201172,-35.708900451660156
7,1.0522650882194284e-05,2.201215465902351e-06,0.0008751735440455377,0.0005473521305248141,True,**,**,0,1.0,0.9995912313461304,sanity,0,random_1,0.5,32,persistent,factual,-1.901207447052002,-1.1364961862564087,816.5000610351562,754.2352294921875
8,8.876132824298111e-07,7.244552180374342e-08,0.00023377286561299115,0.00024170483811758459,True,.,.,0,1.0,0.9957390427589417,sanity,0,random_1,0.5,32,persistent,factual,-9.373732566833496,-8.677871704101562,224.36251831054688,147.10382080078125
9,0.009841348975896835,0.002360646380111575,0.09156288951635361,0.12463842332363129,True,<|im_end|>,<|im_end|>,0,1.0,0.9955929517745972,sanity,0,random_1,0.5,32,persistent,factual,-6.593573570251465,-5.8875813484191895,924.6624755859375,715.5172119140625
0,0.0006042417953722179,9.676475019659847e-05,0.010377518832683563,0.004488522652536631,True,The,The,0,0.6666666666666666,0.9868890047073364,sanity,0,random_1,1.0,32,persistent,factual,-8.653823852539062,-7.169090270996094,751.44384765625,749.4588623046875
1,4.486806210479699e-05,1.1395002275094157e-05,0.002790900180116296,0.0030546283815056086,True, capital, capital,0,0.42857142857142855,0.9905053973197937,sanity,0,random_1,1.0,32,persistent,factual,-17.110698699951172,-15.617265701293945,433.90966796875,372.1231384277344
2,8.24052494863281e-06,2.04346991949933e-06,0.00028921946068294346,0.0005407321732491255,True, of, of,0,1.0,0.9815874695777893,sanity,0,random_1,1.0,32,persistent,factual,-1.970052719116211,-0.47919511795043945,873.4813232421875,806.6751708984375
3,3.5230004868935794e-05,5.684508323611226e-06,0.0003269373846706003,0.00020102487178519368,True, France, France,0,1.0,0.9815162420272827,sanity,0,random_1,1.0,32,persistent,factual,-16.00640106201172,-14.470325469970703,810.5403442382812,868.8313598632812
4,3.0048590815567877e-07,5.138497627399374e-09,2.67606956185773e-05,2.5467701561865397e-05,True, is, is,0,0.42857142857142855,0.9961621761322021,sanity,0,random_1,1.0,32,persistent,factual,-8.065240859985352,-6.594012260437012,630.4773559570312,510.37939453125
5,0.3033876121044159,0.07555704563856125,0.58344966173172,0.647864818572998,False, **, Paris,1,0.6666666666666666,0.9812918305397034,sanity,0,random_1,1.0,32,persistent,factual,-15.445363998413086,-13.957855224609375,1131.839111328125,982.7362670898438
6,17.249927520751953,0.6931462287902832,0.0002910532057285309,0.0009337560622952878,False,Paris,.,31,0.0,0.22051206231117249,sanity,0,random_1,1.0,32,persistent,factual,-11.289817810058594,-1.9700087308883667,0.9474468231201172,204.70480346679688
7,16.827295303344727,0.6931411027908325,0.0008751735440455377,0.09269773960113525,False,**,<|im_end|>,186,0.0,0.8292773365974426,sanity,0,random_1,1.0,32,persistent,factual,-1.901207447052002,-5.793271064758301,816.5000610351562,722.6181640625
0,0.0028411417733877897,0.0008775592141319066,0.010377518832683563,0.03141636401414871,True,The,The,0,0.42857142857142855,0.9814425110816956,sanity,0,fc_positive,0.5,32,persistent,factual,-8.653823852539062,-8.625055313110352,751.44384765625,785.2052001953125
1,0.0007572066970169544,0.00023338767641689628,0.002790900180116296,0.012438311241567135,True, capital, capital,0,1.0,0.896482527256012,sanity,0,fc_positive,0.5,32,persistent,factual,-17.110698699951172,-17.09714126586914,433.90966796875,365.4215393066406
2,0.00071730773197487,0.00023991150374058634,0.00028921946068294346,0.006788548082113266,True, of, of,0,1.0,0.911963939666748,sanity,0,fc_positive,0.5,32,persistent,factual,-1.970052719116211,-1.9684092998504639,873.4813232421875,447.32598876953125
3,0.00020186053006909788,6.48736040602671e-05,0.0003269373846706003,0.0029271075036376715,True, France, France,0,0.6666666666666666,0.797923743724823,sanity,0,fc_positive,0.5,32,persistent,factual,-16.00640106201172,-15.993276596069336,810.5403442382812,682.7158203125
4,1.3255419617053121e-05,3.938215968446457e-06,2.67606956185773e-05,0.0002746389072854072,True, is, is,0,0.6666666666666666,0.990841805934906,sanity,0,fc_positive,0.5,32,persistent,factual,-8.065240859985352,-8.062870979309082,630.4773559570312,266.05767822265625
5,0.04896058514714241,0.011291414499282837,0.58344966173172,0.4242697060108185,True, **, **,0,0.25,0.9693298935890198,sanity,0,fc_positive,0.5,32,persistent,factual,-15.445363998413086,-15.429434776306152,1131.839111328125,960.7249755859375
6,9.853480150923133e-06,2.9336231364140986e-06,0.0002910532057285309,0.0005311688873916864,True,Paris,Paris,0,0.6666666666666666,0.9564442038536072,sanity,0,fc_positive,0.5,32,persistent,factual,-11.289817810058594,-11.273402214050293,0.9474468231201172,159.04754638671875
7,0.001210497342981398,0.0004085526888957247,0.0008751735440455377,0.010921543464064598,True,**,**,0,1.0,0.998195230960846,sanity,0,fc_positive,0.5,32,persistent,factual,-1.901207447052002,-1.8877677917480469,816.5000610351562,883.9993896484375
8,0.001171319279819727,0.0003995660590589978,0.00023377286561299115,0.010874232277274132,True,.,.,0,1.0,0.9896717071533203,sanity,0,fc_positive,0.5,32,persistent,factual,-9.373732566833496,-9.350604057312012,224.36251831054688,167.21597290039062
9,0.9435898065567017,0.2736283466219902,0.09156288951635361,0.8306845426559448,False,<|im_end|>, It,1,0.42857142857142855,0.977634847164154,sanity,0,fc_positive,0.5,32,persistent,factual,-6.593573570251465,-6.579945087432861,924.6624755859375,784.0904541015625
0,0.011857755482196808,0.0038875420577824116,0.010377518832683563,0.07857006788253784,True,The,The,0,0.42857142857142855,0.9534982442855835,sanity,0,fc_positive,1.0,32,persistent,factual,-8.653823852539062,-8.657489776611328,751.44384765625,634.526611328125
1,0.006065368186682463,0.002016289159655571,0.002790900180116296,0.04620650038123131,True, capital, capital,0,1.0,0.934259295463562,sanity,0,fc_positive,1.0,32,persistent,factual,-17.110698699951172,-17.105880737304688,433.90966796875,310.469482421875
2,0.009650122374296188,0.0033229293185286224,0.00028921946068294346,0.0553085021674633,True, of, of,0,0.6666666666666666,0.8771853446960449,sanity,0,fc_positive,1.0,32,persistent,factual,-1.970052719116211,-1.9412245750427246,873.4813232421875,144.71762084960938
3,0.0028290117625147104,0.0009746905707288533,0.0003269373846706003,0.01982569508254528,True, France, France,0,0.6666666666666666,0.6166094541549683,sanity,0,fc_positive,1.0,32,persistent,factual,-16.00640106201172,-16.003801345825195,810.5403442382812,467.41497802734375
4,8.596831321483478e-05,2.8778404157492332e-05,2.67606956185773e-05,0.0012156321899965405,True, is, is,0,0.25,0.9782586097717285,sanity,0,fc_positive,1.0,32,persistent,factual,-8.065240859985352,-8.04450798034668,630.4773559570312,45.8592529296875
5,0.0020197536796331406,0.0005363363306969404,0.58344966173172,0.5628893375396729,True, **, **,0,0.25,0.9435234069824219,sanity,0,fc_positive,1.0,32,persistent,factual,-15.445363998413086,-15.444174766540527,1131.839111328125,736.2096557617188
6,2.9098937375238165e-05,8.937470056480379e-06,0.0002910532057285309,0.0008755425806157291,True,Paris,Paris,0,0.6666666666666666,0.9584547281265259,sanity,0,fc_positive,1.0,32,persistent,factual,-11.289817810058594,-11.277518272399902,0.9474468231201172,128.0382537841797
7,0.03792693838477135,0.013033689931035042,0.0008751735440455377,0.15957558155059814,True,**,**,0,0.6666666666666666,0.993620753288269,sanity,0,fc_positive,1.0,32,persistent,factual,-1.901207447052002,-1.8521695137023926,816.5000610351562,857.4346923828125
8,0.0006134775467216969,0.0002069016954919789,0.00023377286561299115,0.006474211812019348,True,.,.,0,0.6666666666666666,0.9599660038948059,sanity,0,fc_positive,1.0,32,persistent,factual,-9.373732566833496,-9.35416030883789,224.36251831054688,86.21184539794922
9,1.8589555025100708,0.4527461528778076,0.09156288951635361,0.5412448644638062,False,<|im_end|>, It,1,0.42857142857142855,0.9539914727210999,sanity,0,fc_positive,1.0,32,persistent,factual,-6.593573570251465,-6.586179733276367,924.6624755859375,542.0048828125
0,0.0006238979403860867,0.00011115502275060862,0.010377518832683563,0.0032764615025371313,True,The,The,0,0.6666666666666666,0.9943530559539795,sanity,0,fc_negative,0.5,32,persistent,factual,-8.653823852539062,-8.682357788085938,751.44384765625,641.8056640625
1,0.0005872739711776376,7.053181616356596e-05,0.002790900180116296,0.00028012934490107,True, capital, capital,0,0.6666666666666666,0.954997181892395,sanity,0,fc_negative,0.5,32,persistent,factual,-17.110698699951172,-17.098114013671875,433.90966796875,385.0008544921875
2,3.036334237549454e-05,4.510899657361733e-06,0.00028921946068294346,4.7773224650882185e-05,True, of, of,0,0.6666666666666666,0.8757352232933044,sanity,0,fc_negative,0.5,32,persistent,factual,-1.970052719116211,-1.9485197067260742,873.4813232421875,1005.0428466796875
3,2.1038764316472225e-05,4.30829391007137e-06,0.0003269373846706003,0.0005668569938279688,True, France, France,0,1.0,0.8910951018333435,sanity,0,fc_negative,0.5,32,persistent,factual,-16.00640106201172,-16.03671646118164,810.5403442382812,738.2633666992188
4,1.989303882510285e-06,2.405914969472178e-07,2.67606956185773e-05,4.303925379645079e-06,True, is, is,0,0.6666666666666666,0.9005984663963318,sanity,0,fc_negative,0.5,32,persistent,factual,-8.065240859985352,-8.070475578308105,630.4773559570312,768.0276489257812
5,0.4190885126590729,0.06697407551109791,0.58344966173172,0.12061543762683868,True, **, **,0,1.0,0.991097629070282,sanity,0,fc_negative,0.5,32,persistent,factual,-15.445363998413086,-15.452699661254883,1131.839111328125,1043.618408203125
6,1.9235762920288835e-06,3.704592614894864e-07,0.0002910532057285309,0.00021484537865035236,True,Paris,Paris,0,1.0,0.9835300445556641,sanity,0,fc_negative,0.5,32,persistent,factual,-11.289817810058594,-11.312288284301758,0.9474468231201172,-78.92919921875
7,0.0001119612279580906,1.6109286661958322e-05,0.0008751735440455377,0.00012838965631090105,True,**,**,0,0.6666666666666666,0.9976192116737366,sanity,0,fc_negative,0.5,32,persistent,factual,-1.901207447052002,-1.9173448085784912,816.5000610351562,727.0564575195312
8,1.8060394722851925e-05,2.7481150368657836e-06,0.00023377286561299115,7.050765998428687e-05,True,.,.,0,1.0,0.9930578470230103,sanity,0,fc_negative,0.5,32,persistent,factual,-9.373732566833496,-9.393891334533691,224.36251831054688,140.968994140625
9,0.016169896349310875,0.0023949589813128114,0.09156288951635361,0.0887351855635643,True,<|im_end|>,<|im_end|>,0,1.0,0.9915263652801514,sanity,0,fc_negative,0.5,32,persistent,factual,-6.593573570251465,-6.606000900268555,924.6624755859375,594.1879272460938
0,0.0016301273135468364,0.00020522605336736888,0.010377518832683563,0.0012952495599165559,True,The,The,0,0.6666666666666666,0.9832566976547241,sanity,0,fc_negative,1.0,32,persistent,factual,-8.653823852539062,-8.687541961669922,751.44384765625,549.9606323242188
1,0.0012696757912635803,8.830001024762169e-05,0.002790900180116296,8.543691365048289e-05,True, capital, capital,0,0.6666666666666666,0.9123220443725586,sanity,0,fc_negative,1.0,32,persistent,factual,-17.110698699951172,-17.10979461669922,433.90966796875,284.4502868652344
2,3.9460774132749066e-05,5.382227982408949e-06,0.00028921946068294346,2.8501392080215737e-05,True, of, of,0,0.6666666666666666,0.8142874836921692,sanity,0,fc_negative,1.0,32,persistent,factual,-1.970052719116211,-2.003720283508301,873.4813232421875,927.25927734375
3,2.011445030802861e-05,1.8946967657029745e-06,0.0003269373846706003,0.0003570306289475411,True, France, France,0,0.6666666666666666,0.8187409043312073,sanity,0,fc_negative,1.0,32,persistent,factual,-16.00640106201172,-16.026920318603516,810.5403442382812,618.1146240234375
4,4.763241122418549e-06,4.318274875458883e-07,2.67606956185773e-05,7.578651661788172e-07,True, is, is,0,0.6666666666666666,0.7750698924064636,sanity,0,fc_negative,1.0,32,persistent,factual,-8.065240859985352,-8.0944185256958,630.4773559570312,715.1024169921875
5,0.6715626120567322,0.0853282529860735,0.58344966173172,0.05474163964390755,True, **, **,0,1.0,0.9772249460220337,sanity,0,fc_negative,1.0,32,persistent,factual,-15.445363998413086,-15.476419448852539,1131.839111328125,948.6801147460938
6,3.498713340377435e-06,7.349008797064016e-07,0.0002910532057285309,0.00017472812032792717,True,Paris,Paris,0,1.0,0.9790844917297363,sanity,0,fc_negative,1.0,32,persistent,factual,-11.289817810058594,-11.309330940246582,0.9474468231201172,-68.34781646728516
